"CD_CVM","EMPRESA","CD_CONTA","CONTA","PERIODO","VL_CONTA"
"20478","PDG Realty","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-257142
"20478","PDG Realty","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",-2276
"20478","PDG Realty","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",-276761
"20478","PDG Realty","3.06","3.06 - Resultado Financeiro","2020",-81056
"20478","PDG Realty","3.06.01","3.06.01 - Receitas Financeiras","2020",396973
"20478","PDG Realty","3.06.02","3.06.02 - Despesas Financeiras","2020",-478029
"20478","PDG Realty","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",-357817
"20478","PDG Realty","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-98886
"20478","PDG Realty","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",-456703
"20478","PDG Realty","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"20478","PDG Realty","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",-456703
"20478","PDG Realty","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",-454615
"20478","PDG Realty","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",-2088
"20630","CR2","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",2026
"20630","CR2","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-2568
"20630","CR2","3.03","3.03 - Resultado Bruto","2020",-542
"20630","CR2","3.04","3.04 - Despesas/Receitas Operacionais","2020",-14066
"20630","CR2","3.04.01","3.04.01 - Despesas com Vendas","2020",-1502
"20630","CR2","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-8475
"20630","CR2","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",-10697
"20630","CR2","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",1177
"20630","CR2","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",5431
"20630","CR2","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",0
"20630","CR2","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",-14608
"20630","CR2","3.06","3.06 - Resultado Financeiro","2020",1160
"20630","CR2","3.06.01","3.06.01 - Receitas Financeiras","2020",1384
"20630","CR2","3.06.02","3.06.02 - Despesas Financeiras","2020",-224
"20630","CR2","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",-13448
"20630","CR2","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-1991
"20630","CR2","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",-15439
"20630","CR2","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"20630","CR2","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",-15439
"20630","CR2","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",-15452
"20630","CR2","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",13
"24902","Mitre","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",411253
"24902","Mitre","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-271501
"24902","Mitre","3.03","3.03 - Resultado Bruto","2020",139752
"24902","Mitre","3.04","3.04 - Despesas/Receitas Operacionais","2020",-101685
"24902","Mitre","3.04.01","3.04.01 - Despesas com Vendas","2020",-38937
"24902","Mitre","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-58632
"24902","Mitre","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"24902","Mitre","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",0
"24902","Mitre","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-4150
"24902","Mitre","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",34
"24902","Mitre","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",38067
"24902","Mitre","3.06","3.06 - Resultado Financeiro","2020",18814
"24902","Mitre","3.06.01","3.06.01 - Receitas Financeiras","2020",22714
"24902","Mitre","3.06.02","3.06.02 - Despesas Financeiras","2020",-3900
"24902","Mitre","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",56881
"24902","Mitre","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-7798
"24902","Mitre","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",49083
"24902","Mitre","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"24902","Mitre","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",49083
"24902","Mitre","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",48310
"24902","Mitre","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",773
"20435","Tecnisa","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",180647
"20435","Tecnisa","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-196807
"20435","Tecnisa","3.03","3.03 - Resultado Bruto","2020",-16160
"20435","Tecnisa","3.04","3.04 - Despesas/Receitas Operacionais","2020",-126401
"20435","Tecnisa","3.04.01","3.04.01 - Despesas com Vendas","2020",-18277
"20435","Tecnisa","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-65690
"20435","Tecnisa","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"20435","Tecnisa","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",0
"20435","Tecnisa","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-87856
"20435","Tecnisa","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",45422
"20435","Tecnisa","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",-142561
"20435","Tecnisa","3.06","3.06 - Resultado Financeiro","2020",-18546
"20435","Tecnisa","3.06.01","3.06.01 - Receitas Financeiras","2020",26584
"20435","Tecnisa","3.06.02","3.06.02 - Despesas Financeiras","2020",-45130
"20435","Tecnisa","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",-161107
"20435","Tecnisa","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-5768
"20435","Tecnisa","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",-166875
"20435","Tecnisa","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"20435","Tecnisa","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",-166875
"20435","Tecnisa","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",-164852
"20435","Tecnisa","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",-2023
"20605","JHSF","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",1170550
"20605","JHSF","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-360121
"20605","JHSF","3.03","3.03 - Resultado Bruto","2020",810429
"20605","JHSF","3.04","3.04 - Despesas/Receitas Operacionais","2020",5742
"20605","JHSF","3.04.01","3.04.01 - Despesas com Vendas","2020",-25863
"20605","JHSF","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-142392
"20605","JHSF","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"20605","JHSF","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",0
"20605","JHSF","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",172955
"20605","JHSF","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",1042
"20605","JHSF","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",816171
"20605","JHSF","3.06","3.06 - Resultado Financeiro","2020",-65107
"20605","JHSF","3.06.01","3.06.01 - Receitas Financeiras","2020",75777
"20605","JHSF","3.06.02","3.06.02 - Despesas Financeiras","2020",-140884
"20605","JHSF","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",751064
"20605","JHSF","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-112210
"20605","JHSF","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",638854
"20605","JHSF","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"20605","JHSF","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",638854
"20605","JHSF","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",643709
"20605","JHSF","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",-4855
"20770","EZ Tec","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",936628
"20770","EZ Tec","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-533513
"20770","EZ Tec","3.03","3.03 - Resultado Bruto","2020",403115
"20770","EZ Tec","3.04","3.04 - Despesas/Receitas Operacionais","2020",-136982
"20770","EZ Tec","3.04.01","3.04.01 - Despesas com Vendas","2020",-74449
"20770","EZ Tec","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-104675
"20770","EZ Tec","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"20770","EZ Tec","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",10463
"20770","EZ Tec","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-8174
"20770","EZ Tec","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",39853
"20770","EZ Tec","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",266133
"20770","EZ Tec","3.06","3.06 - Resultado Financeiro","2020",168047
"20770","EZ Tec","3.06.01","3.06.01 - Receitas Financeiras","2020",186396
"20770","EZ Tec","3.06.02","3.06.02 - Despesas Financeiras","2020",-18349
"20770","EZ Tec","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",434180
"20770","EZ Tec","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-19153
"20770","EZ Tec","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",415027
"20770","EZ Tec","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"20770","EZ Tec","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",415027
"20770","EZ Tec","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",405212
"20770","EZ Tec","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",9815
"20915","MRV","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",6646359
"20915","MRV","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-4772021
"20915","MRV","3.03","3.03 - Resultado Bruto","2020",1874338
"20915","MRV","3.04","3.04 - Despesas/Receitas Operacionais","2020",-1160603
"20915","MRV","3.04.01","3.04.01 - Despesas com Vendas","2020",-649261
"20915","MRV","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-433410
"20915","MRV","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"20915","MRV","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",98083
"20915","MRV","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-129274
"20915","MRV","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",-46741
"20915","MRV","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",713735
"20915","MRV","3.06","3.06 - Resultado Financeiro","2020",47012
"20915","MRV","3.06.01","3.06.01 - Receitas Financeiras","2020",155541
"20915","MRV","3.06.02","3.06.02 - Despesas Financeiras","2020",-108529
"20915","MRV","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",760747
"20915","MRV","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-139755
"20915","MRV","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",620992
"20915","MRV","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"20915","MRV","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",620992
"20915","MRV","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",550140
"20915","MRV","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",70852
"25100","Cury","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",1144682
"25100","Cury","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-716292
"25100","Cury","3.03","3.03 - Resultado Bruto","2020",428390
"25100","Cury","3.04","3.04 - Despesas/Receitas Operacionais","2020",-203368
"25100","Cury","3.04.01","3.04.01 - Despesas com Vendas","2020",-102804
"25100","Cury","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-96892
"25100","Cury","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"25100","Cury","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",11840
"25100","Cury","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-17872
"25100","Cury","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",2360
"25100","Cury","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",225022
"25100","Cury","3.06","3.06 - Resultado Financeiro","2020",-8810
"25100","Cury","3.06.01","3.06.01 - Receitas Financeiras","2020",14673
"25100","Cury","3.06.02","3.06.02 - Despesas Financeiras","2020",-23483
"25100","Cury","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",216212
"25100","Cury","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-26214
"25100","Cury","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",189998
"25100","Cury","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"25100","Cury","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",189998
"25100","Cury","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",160812
"25100","Cury","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",29186
"21130","Trisul","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",878960
"21130","Trisul","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-569017
"21130","Trisul","3.03","3.03 - Resultado Bruto","2020",309943
"21130","Trisul","3.04","3.04 - Despesas/Receitas Operacionais","2020",-110847
"21130","Trisul","3.04.01","3.04.01 - Despesas com Vendas","2020",-59918
"21130","Trisul","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-74002
"21130","Trisul","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"21130","Trisul","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",0
"21130","Trisul","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-3171
"21130","Trisul","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",26244
"21130","Trisul","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",199096
"21130","Trisul","3.06","3.06 - Resultado Financeiro","2020",2423
"21130","Trisul","3.06.01","3.06.01 - Receitas Financeiras","2020",16506
"21130","Trisul","3.06.02","3.06.02 - Despesas Financeiras","2020",-14083
"21130","Trisul","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",201519
"21130","Trisul","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-17893
"21130","Trisul","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",183626
"21130","Trisul","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"21130","Trisul","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",183626
"21130","Trisul","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",170092
"21130","Trisul","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",13534
"25798","Kallas","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",384273
"25798","Kallas","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-227363
"25798","Kallas","3.03","3.03 - Resultado Bruto","2020",156910
"25798","Kallas","3.04","3.04 - Despesas/Receitas Operacionais","2020",-87282
"25798","Kallas","3.04.01","3.04.01 - Despesas com Vendas","2020",-40834
"25798","Kallas","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-41948
"25798","Kallas","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"25798","Kallas","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",-10900
"25798","Kallas","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-321
"25798","Kallas","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",6721
"25798","Kallas","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",69628
"25798","Kallas","3.06","3.06 - Resultado Financeiro","2020",5852
"25798","Kallas","3.06.01","3.06.01 - Receitas Financeiras","2020",0
"25798","Kallas","3.06.02","3.06.02 - Despesas Financeiras","2020",0
"25798","Kallas","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",75480
"25798","Kallas","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-9175
"25798","Kallas","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",66305
"25798","Kallas","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"25798","Kallas","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",66305
"25798","Kallas","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",64830
"25798","Kallas","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",1475
"25976","Yuny","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",99789
"25976","Yuny","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-69816
"25976","Yuny","3.03","3.03 - Resultado Bruto","2020",29973
"25976","Yuny","3.04","3.04 - Despesas/Receitas Operacionais","2020",-16744
"25976","Yuny","3.04.01","3.04.01 - Despesas com Vendas","2020",0
"25976","Yuny","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-32215
"25976","Yuny","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"25976","Yuny","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",-3153
"25976","Yuny","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-7636
"25976","Yuny","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",26260
"25976","Yuny","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",13229
"25976","Yuny","3.06","3.06 - Resultado Financeiro","2020",-4559
"25976","Yuny","3.06.01","3.06.01 - Receitas Financeiras","2020",1627
"25976","Yuny","3.06.02","3.06.02 - Despesas Financeiras","2020",-6186
"25976","Yuny","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",8670
"25976","Yuny","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-1333
"25976","Yuny","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",7337
"25976","Yuny","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"25976","Yuny","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",7337
"25976","Yuny","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",-10854
"25976","Yuny","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",18191
"24279","Inter","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",223966
"24279","Inter","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-192562
"24279","Inter","3.03","3.03 - Resultado Bruto","2020",31404
"24279","Inter","3.04","3.04 - Despesas/Receitas Operacionais","2020",-56879
"24279","Inter","3.04.01","3.04.01 - Despesas com Vendas","2020",-17839
"24279","Inter","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-32853
"24279","Inter","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"24279","Inter","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",0
"24279","Inter","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-6187
"24279","Inter","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",0
"24279","Inter","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",-25475
"24279","Inter","3.06","3.06 - Resultado Financeiro","2020",-9908
"24279","Inter","3.06.01","3.06.01 - Receitas Financeiras","2020",2618
"24279","Inter","3.06.02","3.06.02 - Despesas Financeiras","2020",-12526
"24279","Inter","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",-35383
"24279","Inter","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-4652
"24279","Inter","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",-40035
"24279","Inter","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"24279","Inter","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",-40035
"24279","Inter","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",-40035
"24279","Inter","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",0
"23604","You Inc","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",635790
"23604","You Inc","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-398066
"23604","You Inc","3.03","3.03 - Resultado Bruto","2020",237724
"23604","You Inc","3.04","3.04 - Despesas/Receitas Operacionais","2020",-84024
"23604","You Inc","3.04.01","3.04.01 - Despesas com Vendas","2020",-59294
"23604","You Inc","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-30665
"23604","You Inc","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"23604","You Inc","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",-141
"23604","You Inc","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",1791
"23604","You Inc","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",4285
"23604","You Inc","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",153700
"23604","You Inc","3.06","3.06 - Resultado Financeiro","2020",-3453
"23604","You Inc","3.06.01","3.06.01 - Receitas Financeiras","2020",14285
"23604","You Inc","3.06.02","3.06.02 - Despesas Financeiras","2020",-17738
"23604","You Inc","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",150247
"23604","You Inc","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-12782
"23604","You Inc","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",137465
"23604","You Inc","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"23604","You Inc","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",137465
"23604","You Inc","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",8971
"23604","You Inc","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",128494
"21067","Moura Dubex","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",513301
"21067","Moura Dubex","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-374334
"21067","Moura Dubex","3.03","3.03 - Resultado Bruto","2020",138967
"21067","Moura Dubex","3.04","3.04 - Despesas/Receitas Operacionais","2020",-211280
"21067","Moura Dubex","3.04.01","3.04.01 - Despesas com Vendas","2020",-50655
"21067","Moura Dubex","3.04.02","3.04.02 - Despesas Gerais e Administrativas","2020",-46839
"21067","Moura Dubex","3.04.03","3.04.03 - Perdas pela Não Recuperabilidade de Ativos","2020",0
"21067","Moura Dubex","3.04.04","3.04.04 - Outras Receitas Operacionais","2020",0
"21067","Moura Dubex","3.04.05","3.04.05 - Outras Despesas Operacionais","2020",-121692
"21067","Moura Dubex","3.04.06","3.04.06 - Resultado de Equivalência Patrimonial","2020",7906
"21067","Moura Dubex","3.05","3.05 - Resultado Antes do Resultado Financeiro e dos Tributos","2020",-72313
"21067","Moura Dubex","3.06","3.06 - Resultado Financeiro","2020",-21457
"21067","Moura Dubex","3.06.01","3.06.01 - Receitas Financeiras","2020",25462
"21067","Moura Dubex","3.06.02","3.06.02 - Despesas Financeiras","2020",-46919
"21067","Moura Dubex","3.07","3.07 - Resultado Antes dos Tributos sobre o Lucro","2020",-93770
"21067","Moura Dubex","3.08","3.08 - Imposto de Renda e Contribuição Social sobre o Lucro","2020",-10629
"21067","Moura Dubex","3.09","3.09 - Resultado Líquido das Operações Continuadas","2020",-104399
"21067","Moura Dubex","3.10","3.10 - Resultado Líquido de Operações Descontinuadas","2020",0
"21067","Moura Dubex","3.11","3.11 - Lucro/Prejuízo Consolidado do Período","2020",-104399
"21067","Moura Dubex","3.11.01","3.11.01 - Atribuído a Sócios da Empresa Controladora","2020",-100115
"21067","Moura Dubex","3.11.02","3.11.02 - Atribuído a Sócios Não Controladores","2020",-4284
"25119","Melnick","3.01","3.01 - Receita de Venda de Bens e/ou Serviços","2020",581449
"25119","Melnick","3.02","3.02 - Custo dos Bens e/ou Serviços Vendidos","2020",-451382
"25119","Melnick","3.03","3.03 - Resultado Bruto","2020",130067
"25119","Melnick","3.04","3.04 - Despesas/Receitas Operacionais","2020",-75387
"25119","Melnick","3.04.01","3.04.01 - Despesas com Vendas","2020",-42220
